11:56:10.805 [main] INFO  com.lew.jlight.web.Application - Starting Application on IN-48A with PID 4236 (D:\IdeaProjects\Jlight\jlight-web\target\classes started by hulk in D:\IdeaProjects\Jlight)
11:56:10.816 [main] INFO  com.lew.jlight.web.Application - The following profiles are active: dev
11:56:15.079 [main] INFO  com.lew.jlight.web.Application - Started Application in 4.698 seconds (JVM running for 5.744)
11:56:17.872 [http-nio-1010-exec-3] INFO  com.lew.jlight.web.aop.LoginAop - URL : http://localhost:1010/login
11:56:17.872 [http-nio-1010-exec-3] INFO  com.lew.jlight.web.aop.LoginAop - HTTP_METHOD : POST
11:56:17.872 [http-nio-1010-exec-3] INFO  com.lew.jlight.web.aop.LoginAop - IP : 0:0:0:0:0:0:0:1
11:56:17.872 [http-nio-1010-exec-3] INFO  com.lew.jlight.web.aop.LoginAop - CLASS_METHOD : com.lew.jlight.web.controller.LoginController.doLogin
11:56:17.872 [http-nio-1010-exec-3] INFO  com.lew.jlight.web.aop.LoginAop - ARGS : [admin, 123456, {}]
11:56:20.457 [http-nio-1010-exec-9] INFO  com.lew.jlight.web.entity.WebLog - URL : http://localhost:1010/productCate/list
11:56:20.457 [http-nio-1010-exec-9] INFO  com.lew.jlight.web.entity.WebLog - HTTP_METHOD : POST
11:56:20.458 [http-nio-1010-exec-9] INFO  com.lew.jlight.web.entity.WebLog - IP : 0:0:0:0:0:0:0:1
11:56:20.458 [http-nio-1010-exec-9] INFO  com.lew.jlight.web.entity.WebLog - CLASS_METHOD : com.lew.jlight.web.controller.ProductCateController.list
11:56:20.596 [http-nio-1010-exec-9] INFO  com.lew.jlight.web.entity.WebLog - ARGS : [{"page":{"resultCount":0,"pageSize":10,"pageCount":1,"pageNo":1,"firstIndex":0,"lastIndex":10,"firstPage":true,"lastPage":true},"param":null}]
11:56:20.651 [http-nio-1010-exec-9] INFO  com.lew.jlight.web.entity.WebLog - RESPONSE DATA : {"data":[{"createTime":1484297687000,"cateId":8,"updateTime":1484297687000,"sortNum":24,"cateName":"0002","parentId":-1,"isShow":0,"status":0},{"createTime":null,"cateId":7,"updateTime":1484555715000,"sortNum":0,"cateName":"0001","parentId":null,"isShow":1,"status":1},{"createTime":1484562892000,"cateId":11,"updateTime":1484562892000,"sortNum":5,"cateName":"5","parentId":-1,"isShow":0,"status":0},{"createTime":1484552664000,"cateId":10,"updateTime":1484555090000,"sortNum":7,"cateName":"0004","parentId":-1,"isShow":0,"status":0}],"page":{"resultCount":4,"pageSize":10,"pageCount":1,"pageNo":1,"firstIndex":0,"lastIndex":10,"firstPage":true,"lastPage":true},"code":0,"msg":null}
11:56:22.149 [http-nio-1010-exec-10] INFO  com.lew.jlight.web.entity.WebLog - URL : http://localhost:1010/productCate/getProductCate
11:56:22.149 [http-nio-1010-exec-10] INFO  com.lew.jlight.web.entity.WebLog - HTTP_METHOD : POST
11:56:22.150 [http-nio-1010-exec-10] INFO  com.lew.jlight.web.entity.WebLog - IP : 0:0:0:0:0:0:0:1
11:56:22.150 [http-nio-1010-exec-10] INFO  com.lew.jlight.web.entity.WebLog - CLASS_METHOD : com.lew.jlight.web.controller.ProductCateController.getProductCate
11:56:22.150 [http-nio-1010-exec-10] INFO  com.lew.jlight.web.entity.WebLog - ARGS : null
11:56:22.168 [http-nio-1010-exec-10] INFO  com.lew.jlight.web.entity.WebLog - RESPONSE DATA : {"data":[{"cateId":8,"cateName":"0002"},{"cateId":11,"cateName":"5"},{"cateId":10,"cateName":"0004"}],"page":null,"code":0,"msg":null}
11:56:54.547 [main] INFO  com.lew.jlight.web.Application - Starting Application on IN-48A with PID 20228 (D:\IdeaProjects\Jlight\jlight-web\target\classes started by hulk in D:\IdeaProjects\Jlight)
11:56:54.552 [main] INFO  com.lew.jlight.web.Application - The following profiles are active: dev
11:56:58.363 [main] INFO  com.lew.jlight.web.Application - Started Application in 4.396 seconds (JVM running for 5.048)
